FID,County,Sub_County,AEZ_Code,AEZ_Name,AEZSubzone,Major_Crop,AREA,Shape__Area,Shape__Length
10284,Siaya,Sub-County in Siaya,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,54.7928998105,543798.336139679,6284.8293281052
10285,Siaya,Bondo Sub County,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,173.123695058,1614652.01724434,9078.67147641079
10286,Siaya,Bondo Sub County,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,173.123695058,129020.710002899,2344.76242986932
10287,Siaya,Sub-County in Siaya,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,97.6946828213,983956.287166595,11708.3950808733
10288,Siaya,Bondo Sub County,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,83.612080382,842100.95287323,5651.44304749296
10289,Siaya,Sub-County in Siaya,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,1.74858020849,5196.71843528748,634.760152016688
10290,Siaya,Sub-County in Siaya,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,1.74858020849,379.03164100647,111.997500860457
10291,Siaya,Sub-County in Siaya,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,1.74858020849,11879.5843982697,1054.01819125279
10292,Siaya,Sub-County in Siaya,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,1.74858020849,155.567319869995,75.6373399070375
10293,Siaya,Sub-County in Siaya,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,5.54185654392,55819.3998718262,1075.76032264774
10294,Siaya,Bondo Sub County,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,2.21886257697,22348.9198188782,930.147785173122
10295,Siaya,Sub-County in Siaya,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,7.95175335374,80092.126329422,1501.04252658307
10296,Siaya,Sub-County in Siaya,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,3.16627813426,31891.4009132385,1282.9975504903
10297,Siaya,Sub-County in Siaya,Waterbody - LM 4,Waterbody - Lower Midland,Waterbody - (m/s)+(vu),Waterbody - Marginal Cotton Zone,0.470566629038,4739.70919036865,363.311130324459
10298,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,5.37300355661,54115.0115585327,1062.50918873248
10299,Siaya,Bondo Sub County,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,60.1036809094,605338.230789185,4784.78975626463
10300,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,69.7146148581,1521.50192260742,199.713696744901
10301,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,69.7146148581,581476.231590271,4751.77353330746
10302,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,69.7146148581,119139.16481781,1774.43539215018
10303,Siaya,Bondo Sub County,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,15.2097655133,153189.191902161,1761.27326276517
10304,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,44.7721412821,450934.896430969,3350.78743211026
10305,Siaya,Bondo Sub County,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,25.3529195178,255330.589668274,3215.15066104342
10306,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,50.8553437276,34479.1338882446,767.359893551571
10307,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,50.8553437276,477689.842201233,3967.0743219231
10308,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,2.81722588613,28372.7842025757,1134.74967303858
10309,Siaya,Bondo Sub County,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,11.7600480272,118438.104438782,2298.85869646968
10310,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,45.1471731005,454686.789131165,4499.02611187679
10311,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,3.75645942567,37835.4768295288,908.077383613762
10312,Siaya,Bondo Sub County,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,51.1703562543,515361.701454163,3672.09411033931
10313,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,30.7370350349,2550.58646392822,220.243226616851
10314,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,30.7370350349,17275.1837539673,646.906697000841
10315,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,30.7370350349,289743.028739929,2938.82483246318
10316,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,0.0161337948803,162.49324798584,78.6871119240799
10317,Siaya,Bondo Sub County,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,30.9320172203,311525.997512817,3805.33334911208
10318,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,54.8786194727,552701.663887024,4310.77708887281
10319,Siaya,Bondo Sub County,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,30.3011651373,305182.962661743,2592.94858609194
10320,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,60.1278024732,605588.16342926,4075.74117043857
10321,Siaya,Bondo Sub County,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,13.5410367372,136381.870689392,2001.37317578214
10322,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,92.319145297,929819.072097778,8207.50358142723
10323,Siaya,Bondo Sub County,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,1.4219846075,14322.4000854492,526.793601449877
10324,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,21.5773530217,217329.861633301,2132.15606253594
10325,Siaya,Bondo Sub County,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,487.247052378,4907732.31641388,16387.5290222643
10326,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,182.905113712,122493.818645477,3120.581671117
10327,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,182.905113712,201166.113975525,2460.28788968748
10328,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,182.905113712,178154.902217865,2673.83214083885
10329,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,182.905113712,21981.1655006409,895.365102145978
10330,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,182.905113712,390994.245521545,3486.85510561648
10331,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,182.905113712,927497.226978302,6468.52381139523
10332,Siaya,Bondo Sub County,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,69.0396025717,695352.062374115,4381.27355287747
10333,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,68.7514923617,333.855308532715,80.1904863000648
10334,Siaya,Sub-County in Siaya,Waterbody - LM 5,Waterbody - Lower Midland,Waterbody - (s/m) + (vu),Waterbody - Livestock - Millet Zone,68.7514923617,692117.600086212,4846.74797734114
10335,Taita Taveta,Voi Sub County,CL 5,Coastal Lowland,(vs) + (vu),Livestock - Millet Zone,1775.6472302,17781385.571167,17159.6082247779
10336,Taita Taveta,Voi Sub County,CL 6,Coastal Lowland,br,Ranching Zone,1451.08268573,14521746.4046631,21247.8923807084
10337,Taita Taveta,Kinango Sub County,CL 6,Coastal Lowland,br,Ranching Zone,172.27607991,1723917.79663086,23874.5281410436
10338,Taita Taveta,Voi Sub County,CL 6,Coastal Lowland,br,Ranching Zone,85.6489995356,856797.156982422,4997.51900787241
10339,Taita Taveta,Voi Sub County,IL 5,Inner Lowland,(vs) + vu,Livestock - Millet Zone,50673.5168358,507859024.613525,267817.477111242
10340,Taita Taveta,Taveta Sub County,IL 5,Inner Lowland,(vs) + (vu),Livestock - Millet Zone,3305.53508515,33198396.4455566,41799.53691423
10341,Taita Taveta,Sub-County in Taita Taveta,IL 5,Inner Lowland,(vs) + (vu),Livestock - Millet Zone,33.0413201906,331880.859008789,6444.9343259885
10342,Taita Taveta,Taveta Sub County,IL 5,Inner Lowland,(vs) + vs,Livestock - Millet Zone,13657.470027,137181201.507568,64694.8479678395
10343,Taita Taveta,Sub-County in Taita Taveta,IL 5,Inner Lowland,(vs) + vs,Livestock - Millet Zone,653.33482457,1000459.69335938,4340.82125274448
10344,Taita Taveta,Sub-County in Taita Taveta,IL 5,Inner Lowland,(vs) + vs,Livestock - Millet Zone,653.33482457,324825.826904297,2967.22076410845
10345,Taita Taveta,Sub-County in Taita Taveta,IL 5,Inner Lowland,(vs) + vs,Livestock - Millet Zone,653.33482457,5237989.06530762,16122.2591364853
10346,Taita Taveta,Sub-County in Taita Taveta,IL 5,Inner Lowland,(vs) + vs,Livestock - Millet Zone,653.33482457,374.19482421875,157.84653015012
10347,Taita Taveta,Wundanyi Sub County,IL 5,Inner Lowland,vu + (vs),Livestock - Millet Zone,1074.74313656,10761695.9559326,15104.1091314804
10348,Taita Taveta,Voi Sub County,IL 5,Inner Lowland,vu + (vs),Livestock - Millet Zone,27473.5314042,273421159.213623,191680.374690735
10349,Taita Taveta,Voi Sub County,IL 5,Inner Lowland,vu + (vs),Livestock - Millet Zone,27473.5314042,1737037.72119141,6014.53677678695
10350,Taita Taveta,Mwatate Sub County,IL 5,Inner Lowland,vu + (vs),Livestock - Millet Zone,2889.30216026,28947639.2983398,34977.3517430902
10351,Taita Taveta,Voi Sub County,IL 5,Inner Lowland,vu + (vs/s),Livestock - Millet Zone,2503.45106394,25071789.5195313,33227.3537778269
10352,Taita Taveta,Voi Sub County,IL 5,Inner Lowland,vu vs/s + (vs/s),Livestock - Millet Zone,1282.39433795,12845797.1744385,28317.3869169432
10353,Taita Taveta,Mwatate Sub County,IL 5,Inner Lowland,vu vs/s + (vs/s),Livestock - Millet Zone,65.1778237542,422051.706054688,2807.53332505701
10354,Taita Taveta,Mwatate Sub County,IL 5,Inner Lowland,vu vs/s + (vs/s),Livestock - Millet Zone,65.1778237542,230874.191162109,2565.33593569822
10355,Taita Taveta,Kitui South Sub County,IL 6,Inner Lowland,br,Ranching Zone,0.231918903073,2320.07543945313,491.550795835034
10356,Taita Taveta,Voi Sub County,IL 6,Inner Lowland,br,Ranching Zone,78.6752962236,717660.028442383,6504.62781200772
10357,Taita Taveta,Voi Sub County,IL 6,Inner Lowland,br,Ranching Zone,78.6752962236,69302.0587158203,2532.74570265879
10358,Taita Taveta,Kitui South Sub County,IL 6,Inner Lowland,br,Ranching Zone,496.237566045,4963365.34790039,25205.4797259735
10359,Taita Taveta,Wundanyi Sub County,IL 6,Inner Lowland,br,Ranching Zone,163461.582994,1637629207.23889,318596.33251031
10360,Taita Taveta,Voi Sub County,IL 6,Inner Lowland,br,Ranching Zone,422664.766219,4189116108.58337,632763.611448707
10361,Taita Taveta,Voi Sub County,IL 6,Inner Lowland,br,Ranching Zone,422664.766219,42915541.8345947,32146.1786975951
10362,Taita Taveta,Taveta Sub County,IL 6,Inner Lowland,br,Ranching Zone,86088.8784353,864374404.110107,176007.262813784
10363,Taita Taveta,Mwatate Sub County,IL 6,Inner Lowland,br,Ranching Zone,127184.405943,3679422.31506348,9731.73551884594
10364,Taita Taveta,Mwatate Sub County,IL 6,Inner Lowland,br,Ranching Zone,127184.405943,1299123.74023438,6779.80132545948
10365,Taita Taveta,Mwatate Sub County,IL 6,Inner Lowland,br,Ranching Zone,127184.405943,1271005876.39954,177381.582749719
10366,Taita Taveta,Kitui South Sub County,IL 6,Inner Lowland,br,Ranching Zone,1076.7885698,7601747.75378418,28946.2019297178
10367,Taita Taveta,Kitui South Sub County,IL 6,Inner Lowland,br,Ranching Zone,1076.7885698,3173501.47961426,14486.4092918185
10368,Taita Taveta,Kinango Sub County,IL 6,Inner Lowland,br,Ranching Zone,83.090563792,793746.765258789,20023.3871478524
10369,Taita Taveta,Kinango Sub County,IL 6,Inner Lowland,br,Ranching Zone,83.090563792,36413.7957763672,3168.11785081224
10370,Taita Taveta,Kibwezi East  Sub County,IL 6,Inner Lowland,br,Ranching Zone,952.357265945,9535337.04089355,106466.469754462
10371,Taita Taveta,Sub-County in Taita Taveta,IL 6,Inner Lowland,br,Ranching Zone,1.06105915136,3986.00280761719,2713.80083494624
10372,Taita Taveta,Sub-County in Taita Taveta,IL 6,Inner Lowland,br,Ranching Zone,1.06105915136,973.03662109375,46041.4967292903
10373,Taita Taveta,Voi Sub County,IL 7,Inner Lowland,br,Nomadism Zone,195383.115791,1953245599.52026,255862.515167235
10374,Taita Taveta,Kitui South Sub County,IL 7,Inner Lowland,br,Nomadism Zone,2244.79840713,17387072.6844482,70641.5918561455
10375,Taita Taveta,Kitui South Sub County,IL 7,Inner Lowland,br,Nomadism Zone,2244.79840713,2294552.01135254,12155.9550485918
10376,Taita Taveta,Kitui South Sub County,IL 7,Inner Lowland,br,Nomadism Zone,2244.79840713,1310288.84350586,8910.18117267205
10377,Taita Taveta,Kitui South Sub County,IL 7,Inner Lowland,br,Nomadism Zone,2244.79840713,1449152.93457031,7864.82343275306
10378,Taita Taveta,Garsen Sub County,IL 7,Inner Lowland,br,Nomadism Zone,497.586630096,1905250.3458252,15618.819792118
10379,Taita Taveta,Garsen Sub County,IL 7,Inner Lowland,br,Nomadism Zone,497.586630096,36953.8110351563,1409.368467983
10380,Taita Taveta,Garsen Sub County,IL 7,Inner Lowland,br,Nomadism Zone,497.586630096,444930.862548828,3911.87130170516
10381,Taita Taveta,Garsen Sub County,IL 7,Inner Lowland,br,Nomadism Zone,497.586630096,277665.020019531,2444.88938910694
10382,Taita Taveta,Garsen Sub County,IL 7,Inner Lowland,br,Nomadism Zone,497.586630096,630861.91027832,7175.69816722857
10383,Taita Taveta,Garsen Sub County,IL 7,Inner Lowland,br,Nomadism Zone,497.586630096,1674041.22888184,15133.4724583403
10384,Taita Taveta,Wundanyi Sub County,LH 2,Lower Highland,m + m/s,Wheat/Maize - Pyrethrum Zone,1292.20600537,12952446.1419678,18509.3911298481
10385,Taita Taveta,Mwatate Sub County,LH 2,Lower Highland,m + m/s,Wheat/Maize - Pyrethrum Zone,250.621995171,1055594.59020996,4288.96374420427
10386,Taita Taveta,Mwatate Sub County,LH 2,Lower Highland,m + m/s,Wheat/Maize - Pyrethrum Zone,250.621995171,1456629.60253906,6127.72445255089
10387,Taita Taveta,Voi Sub County,LM 4,Lower Midland,s/vs + vs/s,Marginal Cotton Zone,5107.26967791,51179615.0286865,48160.2051696652
10388,Taita Taveta,Taveta Sub County,LM 4,Lower Midland,s/vs + vs/s,Marginal Cotton Zone,8.52171537357,85463.2551269531,1652.56708431467
10389,Taita Taveta,Mwatate Sub County,LM 4,Lower Midland,s/vs + vs/s,Marginal Cotton Zone,637.144447305,6389602.01184082,11761.6858481905
10390,Taita Taveta,Wundanyi Sub County,LM 4,Lower Midland,s/vs + vs/s,Marginal Cotton Zone,4810.84140792,48212669.2514648,77173.5134338685
10391,Taita Taveta,Voi Sub County,LM 4,Lower Midland,s/vs + vs/s,Marginal Cotton Zone,2691.23514909,26957987.7302246,58327.4283130537
10392,Taita Taveta,Mwatate Sub County,LM 4,Lower Midland,s/vs + vs/s,Marginal Cotton Zone,12853.3326034,1863359.92150879,5661.38353463326
10393,Taita Taveta,Mwatate Sub County,LM 4,Lower Midland,s/vs + vs/s,Marginal Cotton Zone,12853.3326034,126971269.974365,105423.04359843
10394,Taita Taveta,Wundanyi Sub County,LM 4,Lower Midland,Undefined cropping season,Marginal Cotton Zone,214.385568499,2148357.75646973,6231.58698420741
10395,Taita Taveta,Loitokitok Sub County,LM 4,Lower Midland,s/vs + s/vs,Marginal Cotton Zone,277.845992298,2788945.20349121,12092.8270718453
10396,Taita Taveta,Taveta Sub County,LM 4,Lower Midland,s/vs + s/vs,Marginal Cotton Zone,2497.63783476,25071494.8994141,24097.6196895432
10397,Taita Taveta,Sub-County in Taita Taveta,LM 4,Lower Midland,s/vs + s/vs,Marginal Cotton Zone,472.488933247,4743147.15734863,21730.4580626402
10398,Taita Taveta,Taveta Sub County,LM 4,Lower Midland,s/vs + vs,Marginal Cotton Zone,6073.34882613,60981385.7849121,73794.5680610521
10399,Taita Taveta,Sub-County in Taita Taveta,LM 4,Lower Midland,s/vs + vs,Marginal Cotton Zone,260.54961529,2617359.12609863,7555.3760526146
10400,Taita Taveta,Taveta Sub County,LM 4,Lower Midland,s/vs + vs/s,Marginal Cotton Zone,1640.5467996,16475751.7713623,33864.4794982597
10401,Taita Taveta,Loitokitok Sub County,LM 4,Lower Midland,s/vs + vs/s,Marginal Cotton Zone,95.195513861,955410.654541016,6949.87072126016
10402,Taita Taveta,Taveta Sub County,LM 4,Lower Midland,s/vs + vs/s,Marginal Cotton Zone,4949.03891716,49683225.1439209,71405.3905063505
10403,Taita Taveta,Sub-County in Taita Taveta,LM 4,Lower Midland,s/vs + vs/s,Marginal Cotton Zone,1130.0733755,2352599.49462891,12153.0053618565
10404,Taita Taveta,Sub-County in Taita Taveta,LM 4,Lower Midland,s/vs + vs/s,Marginal Cotton Zone,1130.0733755,8996208.15734863,29900.7466814863
10405,Taita Taveta,Wundanyi Sub County,LM 4,Lower Midland,vs/s + s/vs,Marginal Cotton Zone,5640.03371475,56521817.751709,30989.5806587808
10406,Taita Taveta,Kibwezi East  Sub County,LM 4,Lower Midland,vs/s + s/vs,Marginal Cotton Zone,208.433935531,2088704.27709961,15869.0707354763
10407,Taita Taveta,Voi Sub County,LM 5,Lower Midland,vs/s +vu,Livestock - Millet Zone,2037.05452587,20408686.4367676,18428.1367368193
10408,Taita Taveta,Voi Sub County,LM 5,Lower Midland,vs/s + vs,Livestock - Millet Zone,5743.87159459,57530285.2283936,43644.9810386418
10409,Taita Taveta,Voi Sub County,LM 5,Lower Midland,vs/s + vs/s,Livestock - Millet Zone,4496.04413698,45034323.6292725,76580.257111965
10410,Taita Taveta,Voi Sub County,LM 5,Lower Midland,Undefined cropping season,Livestock - Millet Zone,136.556452337,1367525.69360352,4536.7330910752
